pr_number,id,author,state,body,createdAt
11675,PRR_kwDOCCum186GSLBD,xieyuschen,COMMENTED,,2024-08-22T02:21:54Z
11675,PRR_kwDOCCum186GSOae,yangxiuxiu1115,COMMENTED,,2024-08-22T02:27:22Z
11680,PRR_kwDOCCum186GQmBn,edison1105,CHANGES_REQUESTED,,2024-08-22T00:34:12Z
11680,PRR_kwDOCCum186GUh8p,edison1105,APPROVED,,2024-08-22T05:30:28Z
11690,PRR_kwDOCCum186Genv6,edison1105,COMMENTED,,2024-08-23T03:48:57Z
11690,PRR_kwDOCCum186GfhNf,edison1105,COMMENTED,,2024-08-23T05:49:15Z
11692,PRR_kwDOCCum186Gff_B,edison1105,COMMENTED,,2024-08-23T05:44:27Z
11693,PRR_kwDOCCum186Ggw1L,edison1105,COMMENTED,,2024-08-23T08:59:44Z
11693,PRR_kwDOCCum186Gg3VV,edison1105,COMMENTED,,2024-08-23T09:13:18Z
11694,PRR_kwDOCCum186Ggp03,edison1105,COMMENTED,,2024-08-23T08:45:39Z
11694,PRR_kwDOCCum186GgrWg,edison1105,COMMENTED,,2024-08-23T08:48:53Z
11718,PRR_kwDOCCum186G1NqN,edison1105,COMMENTED,,2024-08-27T04:45:44Z
11718,PRR_kwDOCCum186G1R-T,edison1105,COMMENTED,,2024-08-27T05:02:45Z
11718,PRR_kwDOCCum186G1WmK,linzhe141,COMMENTED,,2024-08-27T05:20:16Z
11722,PRR_kwDOCCum186G-2f8,edison1105,COMMENTED,,2024-08-27T23:08:28Z
11722,PRR_kwDOCCum186HAqfr,KazariEX,COMMENTED,,2024-08-28T04:18:50Z
11722,PRR_kwDOCCum186HBWq8,edison1105,COMMENTED,,2024-08-28T06:29:10Z
11722,PRR_kwDOCCum186HBeYl,KazariEX,COMMENTED,,2024-08-28T06:47:14Z
11722,PRR_kwDOCCum186HLMi3,yyx990803,COMMENTED,,2024-08-29T07:08:09Z
11723,PRR_kwDOCCum186G_Hrn,edison1105,APPROVED,,2024-08-28T00:24:09Z
11728,PRR_kwDOCCum186HBfAL,edison1105,COMMENTED,,2024-08-28T06:48:40Z
11728,PRR_kwDOCCum186HJ0X4,edison1105,COMMENTED,,2024-08-29T01:05:15Z
11728,PRR_kwDOCCum186HJ0bE,edison1105,COMMENTED,,2024-08-29T01:05:33Z
11731,PRR_kwDOCCum186HEiN4,edison1105,COMMENTED,,2024-08-28T12:28:04Z
11737,PRR_kwDOCCum186HKQ-g,edison1105,COMMENTED,,2024-08-29T03:35:32Z
11746,PRR_kwDOCCum186HWEF3,edison1105,APPROVED,,2024-08-30T00:45:33Z
11754,PRR_kwDOCCum186HZWl7,edison1105,APPROVED,,2024-08-30T08:27:43Z
11761,PRR_kwDOCCum186Hh9i5,edison1105,COMMENTED,,2024-08-31T11:04:10Z
11761,PRR_kwDOCCum186HiJpM,linzhe141,COMMENTED,,2024-08-31T14:41:40Z
11761,PRR_kwDOCCum186HjKOk,edison1105,COMMENTED,,2024-08-31T21:34:00Z
11761,PRR_kwDOCCum186HjVAr,linzhe141,COMMENTED,,2024-09-01T02:20:32Z
11778,PRR_kwDOCCum186H2ry_,edison1105,COMMENTED,,2024-09-04T07:45:24Z
11794,PRR_kwDOCCum186HxLH1,shaunakv1,COMMENTED,LGTM. Fixes the original issue,2024-09-03T15:37:03Z
11794,PRR_kwDOCCum186H0zcr,edison1105,APPROVED,,2024-09-04T01:28:23Z
11799,PRR_kwDOCCum186H00qU,edison1105,APPROVED,,2024-09-04T01:32:56Z
11810,PRR_kwDOCCum186IAY5n,baiwusanyu-c,COMMENTED,"I'm wondering if this usage is correct. The information given in the documentation seems to be more inclined to the ref binding string being passed as a parameter to useTemplateRef, rather than binding the return value of useTemplateRef to the ref attribute.
```
const inputRef = useTemplateRef('my-ref')
<input ref=""my-ref""/>
```
```
const inputRef = useTemplateRef('my-ref')
<input ref=""inputRef""/>
```

https://vuejs.org/guide/essentials/template-refs.html#accessing-the-refs

wdyt ? @edison1105 ",2024-09-05T04:00:38Z
11810,PRR_kwDOCCum186IA6Bz,edison1105,COMMENTED,,2024-09-05T06:14:00Z
11810,PRR_kwDOCCum186IA8wT,edison1105,COMMENTED,,2024-09-05T06:21:46Z
11810,PRR_kwDOCCum186IBAiS,edison1105,COMMENTED,,2024-09-05T06:31:36Z
11810,PRR_kwDOCCum186ICWk2,linzhe141,COMMENTED,,2024-09-05T09:04:33Z
11810,PRR_kwDOCCum186ICjpr,linzhe141,COMMENTED,,2024-09-05T09:26:47Z
11819,PRR_kwDOCCum186IBJNW,edison1105,COMMENTED,,2024-09-05T06:50:55Z
11819,PRR_kwDOCCum186IBJcM,edison1105,COMMENTED,,2024-09-05T06:51:27Z
11819,PRR_kwDOCCum186IBJnD,edison1105,CHANGES_REQUESTED,,2024-09-05T06:51:50Z
11819,PRR_kwDOCCum186IBNNH,edison1105,APPROVED,,2024-09-05T06:59:47Z
11833,PRR_kwDOCCum186IKsVC,edison1105,COMMENTED,,2024-09-06T03:09:55Z
11837,PRR_kwDOCCum186IMS4q,edison1105,COMMENTED,,2024-09-06T06:01:16Z
11837,PRR_kwDOCCum186INSqW,zhangenming,COMMENTED,,2024-09-06T07:27:01Z
11842,PRR_kwDOCCum186IOs4J,edison1105,COMMENTED,,2024-09-06T09:07:49Z
11842,PRR_kwDOCCum186IO1b9,btea,COMMENTED,,2024-09-06T09:14:02Z
11854,PRR_kwDOCCum186Iah24,edison1105,COMMENTED,,2024-09-09T00:58:26Z
11856,PRR_kwDOCCum186IZ_M4,edison1105,APPROVED,,2024-09-08T11:30:16Z
11861,PRR_kwDOCCum186IdMH_,edison1105,COMMENTED,,2024-09-09T09:17:55Z
11861,PRR_kwDOCCum186Iflr1,linzhe141,COMMENTED,,2024-09-09T13:48:11Z
11861,PRR_kwDOCCum186I1kLP,edison1105,COMMENTED,,2024-09-11T06:13:49Z
11864,PRR_kwDOCCum186IcZwv,skirtles-code,COMMENTED,"Could you add a test case for this?

Currently there's a typo in the PR title, `markRow`.",2024-09-09T08:10:42Z
11864,PRR_kwDOCCum186Icj_S,edison1105,COMMENTED,,2024-09-09T08:25:34Z
11864,PRR_kwDOCCum186IdEXG,edison1105,APPROVED,,2024-09-09T09:04:09Z
11883,PRR_kwDOCCum186IoscZ,edison1105,COMMENTED,,2024-09-10T12:51:18Z
11883,PRR_kwDOCCum186IoxpH,zh-lx,COMMENTED,,2024-09-10T12:56:32Z
11883,PRR_kwDOCCum186IparH,edison1105,COMMENTED,,2024-09-10T13:37:50Z
11890,PRR_kwDOCCum186JDBry,purepear,COMMENTED,,2024-09-12T05:48:22Z
11890,PRR_kwDOCCum186JDf9q,edison1105,COMMENTED,,2024-09-12T07:07:46Z
11899,PRR_kwDOCCum186JCXnR,edison1105,COMMENTED,,2024-09-12T02:31:04Z
11899,PRR_kwDOCCum186JC9uZ,edison1105,COMMENTED,,2024-09-12T05:34:08Z
11899,PRR_kwDOCCum186JC940,edison1105,COMMENTED,,2024-09-12T05:34:45Z
11899,PRR_kwDOCCum186JC-Py,edison1105,COMMENTED,,2024-09-12T05:36:07Z
11899,PRR_kwDOCCum186JPcU_,yyx990803,COMMENTED,,2024-09-13T08:51:28Z
11908,PRR_kwDOCCum186JFrCc,sxzz,APPROVED,,2024-09-12T11:02:05Z
11925,PRR_kwDOCCum186JUtec,deleteme,COMMENTED,,2024-09-13T19:15:28Z
11925,PRR_kwDOCCum186JUya0,deleteme,COMMENTED,,2024-09-13T19:19:49Z
11925,PRR_kwDOCCum186JWiTc,edison1105,COMMENTED,,2024-09-14T05:56:10Z
11931,PRR_kwDOCCum186JaI-p,sxzz,APPROVED,,2024-09-15T10:27:21Z
11931,PRR_kwDOCCum186JaM6l,edison1105,APPROVED,,2024-09-15T12:06:05Z
11935,PRR_kwDOCCum186JbhY0,yyx990803,CHANGES_REQUESTED,,2024-09-16T02:53:27Z
11935,PRR_kwDOCCum186JcbH9,GalacticHypernova,COMMENTED,,2024-09-16T07:37:07Z
11935,PRR_kwDOCCum186JcbUP,GalacticHypernova,COMMENTED,,2024-09-16T07:37:36Z
11935,PRR_kwDOCCum186JcfMD,edison1105,COMMENTED,,2024-09-16T07:46:54Z
11935,PRR_kwDOCCum186Jcfks,edison1105,COMMENTED,,2024-09-16T07:47:47Z
11935,PRR_kwDOCCum186Jckgw,GalacticHypernova,COMMENTED,,2024-09-16T07:58:25Z
11935,PRR_kwDOCCum186JcqxB,edison1105,COMMENTED,,2024-09-16T08:12:08Z
11935,PRR_kwDOCCum186JcsDi,GalacticHypernova,COMMENTED,,2024-09-16T08:14:59Z
11935,PRR_kwDOCCum186JxUUZ,yyx990803,CHANGES_REQUESTED,,2024-09-18T00:58:08Z
11935,PRR_kwDOCCum186JymFl,GalacticHypernova,COMMENTED,,2024-09-18T06:25:47Z
11935,PRR_kwDOCCum186JzMVp,GalacticHypernova,COMMENTED,,2024-09-18T07:47:58Z
11935,PRR_kwDOCCum186MLMi0,Hossein-Mirazimi,COMMENTED,,2024-10-07T12:00:39Z
11935,PRR_kwDOCCum186Mx5PK,yyx990803,APPROVED,,2024-10-11T03:19:47Z
11954,PRR_kwDOCCum186JyWll,edison1105,COMMENTED,,2024-09-18T05:47:54Z
11959,PRR_kwDOCCum186J7h-s,edison1105,COMMENTED,,2024-09-19T00:44:17Z
11959,PRR_kwDOCCum186J7jrR,edison1105,COMMENTED,,2024-09-19T00:47:06Z
11963,PRR_kwDOCCum186J1bvN,edison1105,APPROVED,,2024-09-18T12:05:38Z
11965,PRR_kwDOCCum186J1X7j,edison1105,COMMENTED,,2024-09-18T11:58:13Z
11967,PRR_kwDOCCum186J1yKa,antfu,APPROVED,,2024-09-18T12:44:40Z
11992,PRR_kwDOCCum186KRMY7,they-cloned-me,COMMENTED,,2024-09-21T14:02:34Z
11992,PRR_kwDOCCum186KRUKT,KazariEX,COMMENTED,,2024-09-21T14:13:12Z
11992,PRR_kwDOCCum186KRVt_,KazariEX,COMMENTED,,2024-09-21T14:16:10Z
11992,PRR_kwDOCCum186KR74g,edison1105,COMMENTED,,2024-09-22T02:18:58Z
11992,PRR_kwDOCCum186KVZ1_,edison1105,COMMENTED,,2024-09-22T14:31:09Z
11992,PRR_kwDOCCum186KWKQW,edison1105,COMMENTED,,2024-09-23T02:56:04Z
11997,PRR_kwDOCCum186KR8xB,yyx990803,COMMENTED,This results in quite a bit of duplication and doesn't seem to be worth it. `needsWrap` is already a boolean and the ternary operation is extremely fast. It would make more sense if `needsWrap` is an expensive call.,2024-09-22T03:17:44Z
12008,PRR_kwDOCCum186KgFm-,Cr0zy07,COMMENTED,I think #9675 is similar to this PR.,2024-09-23T23:04:15Z
12024,PRR_kwDOCCum186Kr_iX,edison1105,COMMENTED,,2024-09-25T01:31:08Z
12024,PRR_kwDOCCum186KsBcO,chenfan0,COMMENTED,,2024-09-25T01:40:33Z
12024,PRR_kwDOCCum186KsJpn,edison1105,COMMENTED,,2024-09-25T02:17:22Z
12024,PRR_kwDOCCum186Ksa9e,chenfan0,COMMENTED,,2024-09-25T03:33:04Z
12024,PRR_kwDOCCum186KteOr,edison1105,COMMENTED,,2024-09-25T06:18:26Z
12031,PRR_kwDOCCum186K6gSH,edison1105,COMMENTED,,2024-09-26T09:03:21Z
12031,PRR_kwDOCCum186K6ilc,Vanilagy,COMMENTED,,2024-09-26T09:07:16Z
12032,PRR_kwDOCCum186K3wAS,edison1105,COMMENTED,,2024-09-26T02:18:06Z
12032,PRR_kwDOCCum186K3wh4,edison1105,COMMENTED,,2024-09-26T02:20:47Z
12032,PRR_kwDOCCum186LCIB0,yyx990803,COMMENTED,,2024-09-27T01:25:53Z
12034,PRR_kwDOCCum186K36Vx,edison1105,COMMENTED,,2024-09-26T02:43:40Z
12034,PRR_kwDOCCum186K4ATe,yangliguo7,COMMENTED,,2024-09-26T02:51:31Z
12034,PRR_kwDOCCum186K4Bei,yangliguo7,COMMENTED,,2024-09-26T02:53:02Z
12034,PRR_kwDOCCum186K4FF3,edison1105,COMMENTED,,2024-09-26T02:57:52Z
12034,PRR_kwDOCCum186K4Gus,yangliguo7,COMMENTED,,2024-09-26T02:59:41Z
12034,PRR_kwDOCCum186K4O2I,yangliguo7,COMMENTED,,2024-09-26T03:34:14Z
12042,PRR_kwDOCCum186LD9rk,edison1105,COMMENTED,,2024-09-27T08:11:45Z
12042,PRR_kwDOCCum186LD91S,edison1105,COMMENTED,,2024-09-27T08:12:03Z
12042,PRR_kwDOCCum186LN_L_,edison1105,COMMENTED,,2024-09-29T05:35:33Z
12042,PRR_kwDOCCum186LN_M1,edison1105,COMMENTED,,2024-09-29T05:35:58Z
12042,PRR_kwDOCCum186LN_Qv,edison1105,COMMENTED,,2024-09-29T05:38:18Z
12042,PRR_kwDOCCum186apXzl,edison1105,COMMENTED,,2025-02-05T03:29:24Z
12042,PRR_kwDOCCum186ar3ZD,edison1105,COMMENTED,,2025-02-05T10:03:17Z
12047,PRR_kwDOCCum186LCGau,edison1105,COMMENTED,,2024-09-27T01:15:57Z
12063,PRR_kwDOCCum186LNOp6,edison1105,APPROVED,,2024-09-29T00:52:05Z
12064,PRR_kwDOCCum186LNPFR,edison1105,APPROVED,,2024-09-29T01:11:00Z
12069,PRR_kwDOCCum186LMgOV,skirtles-code,COMMENTED,,2024-09-28T16:21:29Z
12069,PRR_kwDOCCum186LNO4n,edison1105,COMMENTED,,2024-09-29T01:03:06Z
12069,PRR_kwDOCCum186LNO99,edison1105,COMMENTED,,2024-09-29T01:06:50Z
12069,PRR_kwDOCCum186LN-20,jh-leong,COMMENTED,,2024-09-29T05:24:21Z
12075,PRR_kwDOCCum186LPUY-,skirtles-code,COMMENTED,,2024-09-30T00:06:48Z
12075,PRR_kwDOCCum186LP_XY,jh-leong,COMMENTED,,2024-09-30T02:23:47Z
12075,PRR_kwDOCCum186LQOGI,jh-leong,COMMENTED,,2024-09-30T03:59:27Z
12103,PRR_kwDOCCum186OGXZ6,edison1105,COMMENTED,,2024-10-22T06:23:52Z
12108,PRR_kwDOCCum186L9rFR,jh-leong,COMMENTED,,2024-10-04T14:19:25Z
12108,PRR_kwDOCCum186L99t4,jh-leong,APPROVED,,2024-10-04T14:52:36Z
12113,PRR_kwDOCCum186MCjpI,edison1105,COMMENTED,,2024-10-05T03:48:41Z
12115,PRR_kwDOCCum186MHSEI,edison1105,COMMENTED,,2024-10-07T02:28:14Z
12128,PRR_kwDOCCum186MxvI8,yyx990803,COMMENTED,,2024-10-11T02:46:39Z
12135,PRR_kwDOCCum186Mpy-X,jh-leong,APPROVED,,2024-10-10T10:15:43Z
12141,PRR_kwDOCCum186q2kU9,skirtles-code,COMMENTED,,2025-05-24T21:12:20Z
12141,PRR_kwDOCCum186q3nP9,jh-leong,COMMENTED,,2025-05-25T02:14:28Z
12141,PRR_kwDOCCum186t-Fk4,skirtles-code,COMMENTED,"Looks good to me.

I was initially concerned about returning `true` when the `set` failed, I'm not sure whether that's technically correct. But we already do the same thing in `readonly()`, and in practice it does seem to do what we want.",2025-06-11T21:03:55Z
12146,PRR_kwDOCCum186MxSsf,edison1105,CHANGES_REQUESTED,,2024-10-11T01:15:27Z
12146,PRR_kwDOCCum186Myp3y,edison1105,APPROVED,,2024-10-11T07:01:09Z
12151,PRR_kwDOCCum186M0s0C,Anoesj,COMMENTED,,2024-10-11T11:48:52Z
12158,PRR_kwDOCCum186M5oPo,jh-leong,CHANGES_REQUESTED,,2024-10-12T14:09:43Z
12158,PRR_kwDOCCum186M5ogc,KazariEX,COMMENTED,,2024-10-12T14:16:50Z
12158,PRR_kwDOCCum186M5otL,jh-leong,COMMENTED,,2024-10-12T14:22:55Z
12158,PRR_kwDOCCum186M5oyG,KazariEX,COMMENTED,,2024-10-12T14:25:15Z
12182,PRR_kwDOCCum186NVt5E,ferferga,COMMENTED,Why can't we remove the last check to make this less redundant (we already have an oldInnerChild at the top level)?,2024-10-16T06:00:27Z
12182,PRR_kwDOCCum186NWwSB,ferferga,COMMENTED,"Good catch

* Regarding https://github.com/vuejs/core/issues/12181#issuecomment-2415927888, this fixes the problem and tests pass (at least locally).
* Given this is a really tiny change that could pass unnoticed in any refactor, I'd add a reference to the issue as a comment and even a test, I think it could be done with FinalizationRegistry. I could try later if you don't want to do it.

Sorry if my comments sometimes sound dumb or silly, I'm still learning about Vue's codebase.",2024-10-16T08:07:21Z
12182,PRR_kwDOCCum186NXVdE,edison1105,COMMENTED,,2024-10-16T09:01:31Z
12195,PRR_kwDOCCum186NldG9,edison1105,COMMENTED,,2024-10-17T14:20:02Z
12195,PRR_kwDOCCum186NmKyL,yangxiuxiu1115,COMMENTED,,2024-10-17T15:28:06Z
12195,PRR_kwDOCCum186NqZjH,edison1105,COMMENTED,,2024-10-18T01:09:20Z
12195,PRR_kwDOCCum186NrSjh,yangxiuxiu1115,COMMENTED,,2024-10-18T03:59:28Z
12195,PRR_kwDOCCum186NsvT0,edison1105,COMMENTED,,2024-10-18T07:59:18Z
12195,PRR_kwDOCCum186Nu4uz,yangxiuxiu1115,COMMENTED,,2024-10-18T11:54:31Z
12212,PRR_kwDOCCum186Nuts_,Justineo,COMMENTED,,2024-10-18T11:28:53Z
12212,PRR_kwDOCCum186NvIVR,jh-leong,COMMENTED,,2024-10-18T12:26:05Z
12212,PRR_kwDOCCum186NvM5i,Justineo,COMMENTED,,2024-10-18T12:34:47Z
12212,PRR_kwDOCCum186NxhBA,Justineo,COMMENTED,,2024-10-18T16:44:32Z
12212,PRR_kwDOCCum186N5cPi,ru44,COMMENTED,I think it's fine,2024-10-20T17:46:44Z
12212,PRR_kwDOCCum186OE7Cg,Justineo,APPROVED,,2024-10-22T02:58:15Z
12227,PRR_kwDOCCum186OE8ih,edison1105,APPROVED,,2024-10-22T03:06:14Z
12236,PRR_kwDOCCum186OQW8f,edison1105,COMMENTED,,2024-10-23T00:49:57Z
12236,PRR_kwDOCCum186OQZYu,thecodewarrior,COMMENTED,,2024-10-23T01:03:23Z
12236,PRR_kwDOCCum186OQZ8y,thecodewarrior,COMMENTED,,2024-10-23T01:06:23Z
12236,PRR_kwDOCCum186OQu0v,thecodewarrior,COMMENTED,,2024-10-23T02:09:28Z
12240,PRR_kwDOCCum186q3ngM,skirtles-code,COMMENTED,"There are a couple of existing PRs that seem to be trying to solve the same problem: #8539 and #7809. I'm not entirely sure which approach is best, perhaps a combination?",2025-05-25T02:23:58Z
12244,PRR_kwDOCCum186qJbwA,skirtles-code,COMMENTED,,2025-05-20T15:05:17Z
12244,PRR_kwDOCCum186qOTjE,edison1105,COMMENTED,,2025-05-21T00:25:16Z
12244,PRR_kwDOCCum186qvc82,skirtles-code,COMMENTED,,2025-05-23T14:08:13Z
12247,PRR_kwDOCCum186Ogn7F,johnsoncodehk,APPROVED,,2024-10-24T00:25:40Z
12249,PRR_kwDOCCum186OhclD,jh-leong,APPROVED,,2024-10-24T03:25:45Z
12255,PRR_kwDOCCum186OtVWT,edison1105,COMMENTED,,2024-10-25T06:00:08Z
12262,PRR_kwDOCCum186pFOZE,Doctor-wu,APPROVED,,2025-05-13T13:09:15Z
12268,PRR_kwDOCCum186O51Ic,edison1105,COMMENTED,,2024-10-27T12:44:12Z
12268,PRR_kwDOCCum186O_meW,tsiotska,COMMENTED,,2024-10-28T13:11:44Z
12293,PRR_kwDOCCum186PQHLd,edison1105,COMMENTED,,2024-10-30T01:23:44Z
12293,PRR_kwDOCCum186PQH8B,jacekkarczmarczyk,COMMENTED,,2024-10-30T01:27:04Z
12293,PRR_kwDOCCum186PQOtx,edison1105,COMMENTED,,2024-10-30T01:55:22Z
12293,PRR_kwDOCCum186PQPNM,jacekkarczmarczyk,COMMENTED,,2024-10-30T01:57:39Z
12293,PRR_kwDOCCum186PVUpw,leopiccionia,COMMENTED,,2024-10-30T12:39:18Z
12296,PRR_kwDOCCum186RTsjR,edison1105,APPROVED,,2024-11-15T07:29:14Z
12296,PRR_kwDOCCum186p6tPp,edison1105,APPROVED,,2025-05-19T13:16:48Z
12304,PRR_kwDOCCum186p9vKD,skirtles-code,COMMENTED,,2025-05-19T17:23:02Z
12308,PRR_kwDOCCum186rANyv,skirtles-code,COMMENTED,"This looks good to me.

Maybe it would be worth adding test cases for `0` too? It feels like something that could easily get broken without tests to catch it.",2025-05-26T17:57:28Z
12308,PRR_kwDOCCum186t6eGE,skirtles-code,COMMENTED,Looks good to me.,2025-06-11T15:47:30Z
12308,PRR_kwDOCCum186wAAdd,KazariEX,COMMENTED,,2025-06-24T08:49:08Z
12311,PRR_kwDOCCum186PxHbu,edison1105,COMMENTED,,2024-11-04T02:02:16Z
12311,PRR_kwDOCCum186P34uO,mefcorvi,COMMENTED,,2024-11-04T18:11:01Z
12311,PRR_kwDOCCum186P6YI-,edison1105,COMMENTED,,2024-11-05T01:14:50Z
12341,PRR_kwDOCCum186QPmEp,jh-leong,COMMENTED,,2024-11-07T05:51:31Z
12341,PRR_kwDOCCum186QPyi4,jh-leong,APPROVED,,2024-11-07T06:30:17Z
12341,PRR_kwDOCCum186QP0RC,jh-leong,COMMENTED,,2024-11-07T06:35:41Z
12341,PRR_kwDOCCum186QP2cS,edison1105,COMMENTED,,2024-11-07T06:42:57Z
12341,PRR_kwDOCCum186QP2gE,edison1105,COMMENTED,,2024-11-07T06:43:09Z
12341,PRR_kwDOCCum186ndmYQ,coderabbitai,COMMENTED,"**Actionable comments posted: 0**

<details>
<summary>🧹 Nitpick comments (3)</summary><blockquote>

<details>
<summary>packages/reactivity/src/effect.ts (2)</summary><blockquote>

`41-53`: **Add succinct JSDoc for the new `EVALUATED` flag**

The semantics of the new bit are only implied by later usage.  A short inline comment (similar to the other flags) will make its purpose self-explanatory to future maintainers.

```diff
   PAUSED = 1 << 6,
+  /**
+   * Computed has executed at least once and produced a value.
+   * Used to skip redundant evaluations when it tracks no deps.
+   */
   EVALUATED = 1 << 7,
```

---

`385-394`: **Early-return condition is correct but hard to read – consider extracting helpers**

The triple-negated expression:

```ts
(!computed.deps && !(computed as any)._dirty) || !isDirty(computed)
```

is cognitively heavy and mixes two separate ideas (“no deps” vs “deps unchanged”).  
Creating small predicates such as `hasNoDeps(computed)` and `depsUnchanged(computed)` (or at least splitting the check across two `if` blocks) would improve clarity without affecting perf.

</blockquote></details>
<details>
<summary>packages/reactivity/__tests__/computed.spec.ts (1)</summary><blockquote>

`1015-1024`: **`async` keyword is unnecessary in this test**

The test body contains no `await`; marking it `async` only masks accidental un-awaited promises and slightly slows the runner.

```diff
-test('should not recompute if computed does not track reactive data', async () => {
+test('should not recompute if computed does not track reactive data', () => {
```

</blockquote></details>

</blockquote></details>

<details>
<summary>📜 Review details</summary>

**Configuration used: CodeRabbit UI**
**Review profile: CHILL**
**Plan: Pro**

<details>
<summary>📥 Commits</summary>

Reviewing files that changed from the base of the PR and between 8b848cbbd2af337d23e19e202f9ab433f8580855 and 7eaa8fd637fa58dc1b425fd05ca6ca632ff58a13.

</details>

<details>
<summary>📒 Files selected for processing (2)</summary>

* `packages/reactivity/__tests__/computed.spec.ts` (1 hunks)
* `packages/reactivity/src/effect.ts` (3 hunks)

</details>

<details>
<summary>🔇 Additional comments (1)</summary><blockquote>

<details>
<summary>packages/reactivity/src/effect.ts (1)</summary>

`394-418`: **`RUNNING` flag now set after the early return – verify re-entrancy in edge cases**

Moving `computed.flags |= RUNNING` below the new guard avoids polluting the stack for short-circuited calls, 👍.  
However, if a getter *with side-effects* clears its own `DIRTY` flag inside `prepareDeps`, there’s a theoretical chance of re-entrancy before `RUNNING` is set (because external code could synchronously access the same computed in the getter).  

That situation is rare but not impossible in user-space (e.g. self-mutating computeds).  
Consider adding a regression test or, at minimum, a comment explaining why re-entrancy before `RUNNING` is impossible with the current control flow.

</details>

</blockquote></details>

</details>

<!-- This is an auto-generated comment by CodeRabbit for review status -->",2025-05-01T10:01:40Z
12354,PRR_kwDOCCum186QlzzL,sxzz,APPROVED,,2024-11-10T19:16:37Z
12373,PRR_kwDOCCum186Q9XA2,jh-leong,COMMENTED,,2024-11-13T06:28:25Z
12373,PRR_kwDOCCum186Q9btx,jh-leong,COMMENTED,,2024-11-13T06:35:55Z
12373,PRR_kwDOCCum186Q9jkp,edison1105,COMMENTED,,2024-11-13T06:45:41Z
12373,PRR_kwDOCCum186Q9nJs,edison1105,COMMENTED,,2024-11-13T06:54:12Z
12373,PRR_kwDOCCum186Q9nYN,jh-leong,APPROVED,,2024-11-13T06:54:53Z
12373,PRR_kwDOCCum186Q9occ,edison1105,COMMENTED,,2024-11-13T06:56:38Z
12373,PRR_kwDOCCum186REeG_,skirtles-code,COMMENTED,"I've posted a comment at https://github.com/vuejs/core/issues/12370#issuecomment-2474155561. I don't think it actually is a memory leak.

I'm not sure whether the use case presented on that issue is valid, but if I'm understanding correctly, the objective here is just to improve the teardown handling within `EffectScope`, so that the effects aren't retained after the scope is stopped.",2024-11-13T16:54:51Z
12373,PRR_kwDOCCum186RFJ0w,huodoushigemi,COMMENTED,,2024-11-13T17:56:43Z
12373,PRR_kwDOCCum186RH2XB,edison1105,COMMENTED,,2024-11-14T00:45:56Z
12373,PRR_kwDOCCum186RMtRy,danyadev,COMMENTED,,2024-11-14T13:03:08Z
12373,PRR_kwDOCCum186RN3IP,edison1105,COMMENTED,,2024-11-14T14:57:38Z
12393,PRR_kwDOCCum186RSViT,edison1105,COMMENTED,,2024-11-15T01:37:17Z
12393,PRR_kwDOCCum186RSVz1,edison1105,COMMENTED,,2024-11-15T01:38:44Z
12393,PRR_kwDOCCum186RTy2k,edison1105,COMMENTED,,2024-11-15T07:46:58Z
12393,PRR_kwDOCCum186RVHG1,shengxj1,COMMENTED,,2024-11-15T10:24:15Z
12394,PRR_kwDOCCum186RSSKq,edison1105,COMMENTED,,2024-11-15T01:21:59Z
12396,PRR_kwDOCCum186RSQWZ,edison1105,COMMENTED,,2024-11-15T01:12:22Z
12396,PRR_kwDOCCum186RSQrZ,edison1105,COMMENTED,,2024-11-15T01:14:09Z
12396,PRR_kwDOCCum186RhQbc,edison1105,COMMENTED,,2024-11-18T03:11:48Z
12406,PRR_kwDOCCum186RhV5k,edison1105,COMMENTED,,2024-11-18T03:40:17Z
12406,PRR_kwDOCCum186RhWsu,edison1105,COMMENTED,,2024-11-18T03:45:16Z
12406,PRR_kwDOCCum186Rhj0-,noootwo,COMMENTED,,2024-11-18T04:16:13Z
12406,PRR_kwDOCCum186Rh-ab,noootwo,COMMENTED,,2024-11-18T05:59:43Z
12409,PRR_kwDOCCum186RhXjP,edison1105,COMMENTED,,2024-11-18T03:50:10Z
12409,PRR_kwDOCCum186RhZPM,lejunyang,COMMENTED,,2024-11-18T03:57:49Z
12411,PRR_kwDOCCum186Ri7jt,edison1105,COMMENTED,,2024-11-18T08:34:28Z
12411,PRR_kwDOCCum186RmJLd,edison1105,APPROVED,,2024-11-18T13:54:51Z
12413,PRR_kwDOCCum186RiqrG,edison1105,COMMENTED,,2024-11-18T08:00:03Z
12413,PRR_kwDOCCum186Ri1hH,lejunyang,COMMENTED,,2024-11-18T08:22:29Z
